variant,metric,mean,sd
FR_NSA,DR,0.7033681086296565,0.10322796438975178
FR_NSA,FPR,0.0010512047802154214,0.0003375560534826734
FR_NSA,Acc,0.856722832293193,0.04976779255765453
FR_NSA,n_detectors,1500.0,0.0
FR_NSA,train_time_s,6.827863025665283,0.9178975028016019
FR_NSA,infer_time_per_sample_s,0.00010974133481058822,7.029707574085973e-06
