metric,comparison,mean_diff,t_stat,t_p,wilcoxon_stat,wilcoxon_p
DR,V3_vs_FR_NSA,0.22011685671233155,6.85872710083356,7.400614802056234e-05,0.0,0.001953125
FPR,V3_vs_FR_NSA,0.0010771703719746986,5.307671610928833,0.0004888759510051801,0.0,0.001953125
Acc,V3_vs_FR_NSA,0.10535559862313429,6.794083520083774,7.958308082222921e-05,0.0,0.001953125
