features,dims,encoding,pca_dim,Acc_mean,Acc_sd,DR_mean,FPR_mean,n_detectors_mean,train_time_mean,train_time_sd,infer_time_mean,n_folds
41,41,ordinal,,0.9143549690277405,0.009487938857848547,0.8236309357216158,0.0015139717968682416,98.66666666666667,92.88952032725017,29.89757953365177,2.0161111903411073e-05,3
122,122,onehot,,0.9423422210252266,0.005870295295352056,0.8819386136766489,0.0016437408080283763,128.0,326.29423395792645,98.3908131550201,8.181295870921271e-05,3
27,27,onehot,27,0.9634617111051261,0.002866382202335358,0.9270454333426627,0.0027684055714162123,141.33333333333334,102.5255921681722,9.949579318135171,1.6623815157563527e-05,3
15,15,onehot,15,0.9611949007989945,0.0028185349248737303,0.9214478962589795,0.0019465351674020244,135.66666666666666,21.98236958185832,3.0219247419140207,9.880629697964577e-06,3
11,11,onehot,11,0.9592871891552205,0.0012851816412801917,0.9170631588767609,0.0015572281339216196,120.33333333333333,7.571278889973958,0.9548052110249203,6.944650122117436e-06,3
8,8,onehot,8,0.9584118861657241,0.0020569960027631887,0.9150573747551078,0.0013842027857081064,107.33333333333333,3.4105133215586343,0.22027270301509835,5.206617421613303e-06,3
